jelo,kategorija,cijena,datum
Kupus salata 100g,Salata,1.0,2019-07-30 15:29:16
Ćevapi srednja porcija,Roštilj,5.0,2019-06-27 14:20:01
Oslić 200g,Posno,6.0,2019-03-21 13:39:58
Pileće krpice,Roštilj,6.0,2019-09-29 03:14:13
Jabuka,Piće,2.0,2019-12-29 04:00:40
Vijetnamski som 200g,Posno,12.0,2019-07-11 11:10:45
Kola,Piće,2.0,2019-05-27 15:36:33
Oslić 200g,Posno,6.0,2019-08-24 05:00:42
Oslić 200g,Posno,6.0,2019-04-02 09:04:07
Oslić 200g,Posno,6.0,2019-06-12 06:27:42
Fruit smoothie 3,Smoothie,3.0,2019-02-05 20:46:44
Ruska salata 200g,Salata,4.0,2019-12-28 14:01:02
Voćni sendvič,Sendvič,3.0,2019-06-02 01:38:56
Hamburger,Ručak,4.0,2019-02-05 08:37:31
Omlet sa sirom,Doručak,4.0,2019-02-11 10:27:36
Jaja i kobasica,Doručak,5.0,2019-09-21 20:50:05
Doručak specijal,Doručak,6.0,2019-11-19 05:35:09
Kola,Piće,2.0,2019-07-30 10:43:12
Lignje 300g,Posno,8.0,2019-09-27 11:41:15
Indeks sendvič,Sendvič,2.0,2019-02-19 17:47:14
Ćevapi srednja porcija,Roštilj,5.0,2019-10-26 21:11:24
Fruit smoothie 1,Smoothie,3.0,2019-02-23 01:00:54
Pastrmka 200g,Posno,7.0,2019-03-23 12:11:50
Indeks sendvič,Sendvič,2.0,2019-01-26 09:07:19
Čaj,Piće,1.5,2019-02-02 00:36:10
Kupus salata 100g,Salata,1.0,2019-06-11 09:05:43
Pastrmka 200g,Posno,7.0,2019-10-01 19:43:06
Pastrmka 200g,Posno,7.0,2019-12-20 07:09:12
Hamburger,Ručak,4.0,2019-12-18 10:32:55
Luk,Salata,1.0,2019-04-26 00:45:01
Indeks sendvič,Sendvič,2.0,2019-01-08 06:31:51
Domaća čorba,Ručak,5.0,2019-11-16 11:16:57
Oslić 300g,Posno,8.0,2019-09-18 04:07:50
Riblja čorba,Posno,6.0,2019-03-21 05:47:57
Doručak specijal,Doručak,6.0,2019-10-24 05:43:50
Ćevapi velika porcija,Roštilj,6.5,2019-03-26 07:26:58
Gurmanski hamburger,Ručak,7.0,2019-10-11 00:02:33
Fruit smoothie 2,Smoothie,3.0,2019-10-10 11:08:43
Vijetnamski som 200g,Posno,12.0,2019-08-23 15:21:58
Fruit smoothie 1,Smoothie,3.0,2019-08-30 10:12:30
Omlet sa sirom,Doručak,4.0,2019-03-12 17:00:12
Gurmanski hamburger,Ručak,7.0,2019-05-07 22:26:37
Fruit smoothie 1,Smoothie,3.0,2019-03-11 22:43:02
Luk,Salata,1.0,2019-04-10 23:28:10
Ćevapi velika porcija,Roštilj,6.5,2019-12-27 05:42:58
Vijetnamski som 200g,Posno,12.0,2019-06-14 17:56:53
Ruska salata 100g,Salata,2.0,2019-05-22 00:20:09
Ćevapi mala porcija,Roštilj,3.0,2019-06-06 17:14:27
Omlet,Doručak,3.5,2019-07-11 16:03:52
Jagoda,Piće,2.0,2019-12-09 18:10:33
Šiš ćevapi,Roštilj,4.0,2019-04-24 20:11:16
Jagoda,Piće,2.0,2019-01-14 01:18:34
Indeks sendvič,Sendvič,2.0,2019-05-28 15:01:23
Crno Vino,Piće,18.0,2019-06-15 00:55:59
Luk,Salata,1.0,2019-12-22 04:43:38
Fruit smoothie 1,Smoothie,3.0,2019-05-23 01:00:00
Gurmanski hamburger,Ručak,7.0,2019-02-23 10:13:23
Engleska salata 100g,Salata,2.0,2019-10-04 14:25:11
Cedevita,Piće,3.0,2019-02-08 13:06:33
Fruit smoothie 1,Smoothie,3.0,2019-07-14 14:04:56
Omlet sa povrćem,Doručak,4.0,2019-09-13 06:57:39
Fruit smoothie 3,Smoothie,3.0,2019-02-12 14:52:45
Jaja i kobasica,Doručak,5.0,2019-02-11 16:47:20
Ćevapi velika porcija,Roštilj,6.5,2019-10-27 09:57:48
Jaja i kobasica,Doručak,5.0,2019-07-16 11:40:44
Voćni sendvič,Sendvič,3.0,2019-04-11 06:48:34
Hercegovačko vino,Piće,20.0,2019-09-29 02:51:00
Čaj,Piće,1.5,2019-05-12 22:38:51
Vijetnamski som 200g,Posno,12.0,2019-11-10 19:46:02
Gurmanski hamburger,Ručak,7.0,2019-07-31 11:39:55
Ruska salata 100g,Salata,2.0,2019-01-19 23:28:45
Ruska salata 200g,Salata,4.0,2019-04-13 04:06:15
Dupli čizburger,Ručak,6.0,2019-11-29 18:21:55
Oslić 200g,Posno,6.0,2019-04-15 03:24:27
Doručak specijal,Doručak,6.0,2019-05-05 03:41:40
Šiš ćevapi,Roštilj,4.0,2019-01-06 02:52:04
Jaja i kobasica,Doručak,5.0,2019-09-04 19:06:53
Jagoda,Piće,2.0,2019-09-11 06:32:25
Ćevapi mala porcija,Roštilj,3.0,2019-11-02 08:15:13
Pastrmka 200g,Posno,7.0,2019-11-05 02:21:58
Doručak specijal,Doručak,6.0,2019-12-27 17:04:44
Oslić 300g,Posno,8.0,2019-12-21 01:23:20
Bijelo Vino,Piće,15.0,2019-08-07 10:05:15
Roštiljska kobasica,Roštilj,3.0,2019-04-19 07:21:39
Omlet sa povrćem,Doručak,4.0,2019-07-07 18:25:27
Ruska salata 200g,Salata,4.0,2019-02-01 13:58:45
Jagoda,Piće,2.0,2019-11-23 22:09:29
Kafa,Kafa,2.0,2019-03-05 15:31:16
Indeks sendvič,Sendvič,2.0,2019-10-11 05:30:20
Hercegovačko vino,Piće,20.0,2019-01-08 12:18:30
Pileće krpice,Roštilj,6.0,2019-08-06 03:09:06
Ćevapi srednja porcija,Roštilj,5.0,2019-12-30 21:10:29
Indeks sendvič,Sendvič,2.0,2019-06-29 18:43:16
Ruska salata 100g,Salata,2.0,2019-03-28 04:20:44
Vijetnamski som 200g,Posno,12.0,2019-02-21 19:40:36
Fruit smoothie 3,Smoothie,3.0,2019-06-12 21:55:08
Luk,Salata,1.0,2019-06-19 06:09:01
Oslić 300g,Posno,8.0,2019-04-24 12:34:56
Oslić 200g,Posno,6.0,2019-04-27 22:22:31
Ruska salata 100g,Salata,2.0,2019-03-22 18:35:54
Jagoda,Piće,2.0,2019-07-06 20:12:11
Bijelo Vino,Piće,15.0,2019-05-26 08:29:42
Omlet sa slaninom,Doručak,5.0,2019-09-24 06:23:07
Roštiljska kobasica,Roštilj,3.0,2019-02-24 09:59:48
Pileći file,Roštilj,5.0,2019-03-08 00:14:15
Kupus salata 100g,Salata,1.0,2019-05-31 18:17:09
Kafa,Kafa,2.0,2019-06-23 13:36:58
Ćevapi mala porcija,Roštilj,3.0,2019-03-31 07:13:40
Jaja i kobasica,Doručak,5.0,2019-07-13 10:21:53
Kupus salata 100g,Salata,1.0,2019-02-18 11:08:30
Kapućino,Kafa,2.0,2019-03-13 12:40:02
Pileći file,Roštilj,5.0,2019-12-29 18:56:23
Bijelo Vino,Piće,15.0,2019-04-12 07:54:13
Indeks sendvič,Sendvič,2.0,2019-10-13 09:23:23
Voćni sendvič,Sendvič,3.0,2019-08-15 19:19:10
Doručak specijal,Doručak,6.0,2019-08-09 16:45:25
Lignje 300g,Posno,8.0,2019-09-20 09:22:29
Oslić 200g,Posno,6.0,2019-04-21 19:12:19
Pastrmka 200g,Posno,7.0,2019-01-07 13:02:04
Voćni sendvič,Sendvič,3.0,2019-09-24 23:12:00
Vijetnamski som 200g,Posno,12.0,2019-09-01 12:18:32
Kafa,Kafa,2.0,2019-12-02 15:33:18
Ćevapi srednja porcija,Roštilj,5.0,2019-12-11 18:18:36
Kapućino,Kafa,2.0,2019-09-26 09:31:55
Fruit smoothie 1,Smoothie,3.0,2019-04-23 05:36:32
Ruska salata 200g,Salata,4.0,2019-07-31 22:05:51
Oslić 200g,Posno,6.0,2019-02-07 06:13:08
Lignje 300g,Posno,8.0,2019-05-27 23:43:29
Oslić 300g,Posno,8.0,2019-07-11 21:29:37
Pileće krpice,Roštilj,6.0,2019-03-08 04:27:05
Roštiljska kobasica,Roštilj,3.0,2019-08-28 17:06:17
Čizburger,Ručak,4.5,2019-07-11 19:39:10
Domaća čorba,Ručak,5.0,2019-12-02 05:47:11
Omlet,Doručak,3.5,2019-01-10 16:28:56
Jaja i kobasica,Doručak,5.0,2019-02-09 12:15:47
Vijetnamski som 200g,Posno,12.0,2019-05-24 21:41:12
Šiš ćevapi,Roštilj,4.0,2019-07-14 19:25:46
Omlet sa sirom,Doručak,4.0,2019-01-01 14:38:55
Bijelo Vino,Piće,15.0,2019-06-21 11:36:12
Kapućino,Kafa,2.0,2019-04-23 15:45:37
Domaća čorba,Ručak,5.0,2019-02-25 05:14:23
Hamburger,Ručak,4.0,2019-10-04 01:29:12
Ćevapi mala porcija,Roštilj,3.0,2019-05-22 14:36:14
Bijelo Vino,Piće,15.0,2019-05-27 08:13:47
Omlet sa slaninom,Doručak,5.0,2019-05-11 10:30:36
Ćevapi velika porcija,Roštilj,6.5,2019-09-25 03:42:21
Fruit smoothie 1,Smoothie,3.0,2019-09-29 09:25:36
Ćevapi srednja porcija,Roštilj,5.0,2019-11-03 20:55:34
Omlet sa slaninom,Doručak,5.0,2019-03-17 08:46:30
Luk,Salata,1.0,2019-04-30 15:10:08
Kapućino,Kafa,2.0,2019-04-05 00:24:32
Pileći file,Roštilj,5.0,2019-03-06 05:45:13
Crno Vino,Piće,18.0,2019-06-24 20:40:32
Jabuka,Piće,2.0,2019-11-07 12:15:19
Pileće krpice,Roštilj,6.0,2019-12-14 14:45:21
Voćni sendvič,Sendvič,3.0,2019-12-17 07:49:39
Fruit smoothie 1,Smoothie,3.0,2019-03-01 13:10:38
Šiš ćevapi,Roštilj,4.0,2019-06-06 04:40:09
Ćevapi srednja porcija,Roštilj,5.0,2019-08-07 02:18:53
Vijetnamski som 200g,Posno,12.0,2019-03-30 19:04:02
Doručak specijal,Doručak,6.0,2019-03-31 11:05:15
Hercegovačko vino,Piće,20.0,2019-07-12 18:09:11
Kola,Piće,2.0,2019-04-03 11:03:54
Cedevita,Piće,3.0,2019-04-03 15:43:31
Pileće krpice,Roštilj,6.0,2019-04-01 03:50:18
Oslić 300g,Posno,8.0,2019-04-06 00:56:18
Jaja i kobasica,Doručak,5.0,2019-02-09 05:15:56
Oslić 300g,Posno,8.0,2019-09-12 18:06:07
Omlet sa sirom,Doručak,4.0,2019-07-25 23:55:47
Indeks sendvič,Sendvič,2.0,2019-01-11 14:45:00
Engleska salata 100g,Salata,2.0,2019-04-15 19:09:02
Omlet,Doručak,3.5,2019-08-18 22:13:35
Cedevita,Piće,3.0,2019-05-04 16:06:01
Omlet sa povrćem,Doručak,4.0,2019-08-08 23:15:49
Omlet sa sirom,Doručak,4.0,2019-04-25 01:29:58
Engleska salata 100g,Salata,2.0,2019-10-02 19:32:02
Hamburger,Ručak,4.0,2019-06-26 12:53:38
Jabuka,Piće,2.0,2019-12-30 10:33:30
Kola,Piće,2.0,2019-06-14 17:43:55
Dupli čizburger,Ručak,6.0,2019-10-15 06:46:34
Kola,Piće,2.0,2019-04-03 07:08:59
Domaća čorba,Ručak,5.0,2019-07-18 14:31:49
Ćevapi velika porcija,Roštilj,6.5,2019-09-01 11:59:12
Riblja čorba,Posno,6.0,2019-08-01 03:45:29
Lignje 300g,Posno,8.0,2019-03-18 09:46:26
Indeks sendvič,Sendvič,2.0,2019-05-20 05:40:15
Ćevapi srednja porcija,Roštilj,5.0,2019-05-28 05:31:27
Kupus salata 100g,Salata,1.0,2019-11-12 18:36:39
Fruit smoothie 3,Smoothie,3.0,2019-08-21 14:31:14
Ćevapi velika porcija,Roštilj,6.5,2019-06-26 20:01:57
Pileće krpice,Roštilj,6.0,2019-08-11 00:45:43
Doručak specijal,Doručak,6.0,2019-01-10 07:23:43
Gurmanski hamburger,Ručak,7.0,2019-09-10 05:11:46
Doručak specijal,Doručak,6.0,2019-06-07 10:09:22
Omlet,Doručak,3.5,2019-06-25 22:16:48
Crno Vino,Piće,18.0,2019-11-13 15:08:59
Doručak specijal,Doručak,6.0,2019-07-02 08:51:52
Engleska salata 100g,Salata,2.0,2019-05-26 22:24:30
Omlet sa povrćem,Doručak,4.0,2019-05-16 12:59:19
Šiš ćevapi,Roštilj,4.0,2019-07-19 13:42:10
Omlet sa sirom,Doručak,4.0,2019-01-06 05:05:32
Šiš ćevapi,Roštilj,4.0,2019-11-04 22:07:17
Domaća čorba,Ručak,5.0,2019-04-13 19:49:12
Kola,Piće,2.0,2019-06-04 01:56:16
Pileći file,Roštilj,5.0,2019-04-21 21:35:44
Ćevapi srednja porcija,Roštilj,5.0,2019-07-17 14:10:57
Riblja čorba,Posno,6.0,2019-03-27 11:41:33
Domaća čorba,Ručak,5.0,2019-04-05 16:58:11
Cedevita,Piće,3.0,2019-03-04 13:46:22
Ćevapi srednja porcija,Roštilj,5.0,2019-04-05 05:31:18
Pileće krpice,Roštilj,6.0,2019-09-05 16:48:56
Čaj,Piće,1.5,2019-01-23 14:02:40
Fruit smoothie 2,Smoothie,3.0,2019-03-02 11:24:48
Pileće krpice,Roštilj,6.0,2019-10-06 13:29:09
Pileći file,Roštilj,5.0,2019-04-21 10:00:23
Fruit smoothie 1,Smoothie,3.0,2019-04-19 18:43:23
Roštiljska kobasica,Roštilj,3.0,2019-08-20 06:59:56
Gurmanski hamburger,Ručak,7.0,2019-07-25 13:57:40
Vijetnamski som 200g,Posno,12.0,2019-05-01 19:18:55
Ćevapi srednja porcija,Roštilj,5.0,2019-02-23 19:58:19
Oslić 200g,Posno,6.0,2019-06-08 19:02:25
Pileće krpice,Roštilj,6.0,2019-01-09 12:43:40
Ćevapi mala porcija,Roštilj,3.0,2019-01-27 00:22:20
Lignje 300g,Posno,8.0,2019-02-25 18:33:33
Jagoda,Piće,2.0,2019-11-27 15:53:13
Omlet sa povrćem,Doručak,4.0,2019-08-11 18:29:36
Luk,Salata,1.0,2019-02-20 08:28:40
Jagoda,Piće,2.0,2019-09-20 05:46:58
Fruit smoothie 3,Smoothie,3.0,2019-03-19 03:38:25
Gurmanski hamburger,Ručak,7.0,2019-01-06 16:49:44
Ruska salata 200g,Salata,4.0,2019-02-25 00:48:14
Lignje 300g,Posno,8.0,2019-06-15 13:01:12
Oslić 300g,Posno,8.0,2019-05-05 22:29:45
Čizburger,Ručak,4.5,2019-09-12 18:09:02
Bijelo Vino,Piće,15.0,2019-09-13 23:05:13
Hercegovačko vino,Piće,20.0,2019-01-29 01:27:22
Čaj,Piće,1.5,2019-06-10 18:44:51
Crno Vino,Piće,18.0,2019-01-03 18:08:20
Čizburger,Ručak,4.5,2019-08-06 16:45:49
Ćevapi velika porcija,Roštilj,6.5,2019-02-14 01:20:44
Oslić 200g,Posno,6.0,2019-05-15 16:51:26
Gurmanski hamburger,Ručak,7.0,2019-01-03 02:35:04
Indeks sendvič,Sendvič,2.0,2019-06-01 20:56:32
Indeks sendvič,Sendvič,2.0,2019-10-20 09:22:35
Ćevapi srednja porcija,Roštilj,5.0,2019-08-02 08:27:44
Luk,Salata,1.0,2019-08-19 07:03:32
Ruska salata 200g,Salata,4.0,2019-10-02 11:27:48
Cedevita,Piće,3.0,2019-06-04 17:15:04
Pileći file,Roštilj,5.0,2019-04-18 08:47:22
Oslić 200g,Posno,6.0,2019-04-17 14:38:18
Oslić 200g,Posno,6.0,2019-03-22 05:47:44
Indeks sendvič,Sendvič,2.0,2019-10-26 12:32:31
Doručak specijal,Doručak,6.0,2019-05-29 19:15:17
Hamburger,Ručak,4.0,2019-04-04 04:36:25
Pileće krpice,Roštilj,6.0,2019-11-24 10:29:43
Crno Vino,Piće,18.0,2019-01-25 17:52:42
Kafa,Kafa,2.0,2019-07-16 16:13:32
Oslić 200g,Posno,6.0,2019-01-08 01:06:28
Domaća čorba,Ručak,5.0,2019-03-09 17:57:11
Jagoda,Piće,2.0,2019-10-13 00:25:52
Engleska salata 100g,Salata,2.0,2019-09-08 00:53:04
Jagoda,Piće,2.0,2019-05-16 23:38:24
Ruska salata 100g,Salata,2.0,2019-06-21 21:43:06
Pastrmka 200g,Posno,7.0,2019-07-20 10:01:34
Ruska salata 100g,Salata,2.0,2019-07-22 15:23:49
Voćni sendvič,Sendvič,3.0,2019-08-10 12:56:12
Oslić 300g,Posno,8.0,2019-11-05 15:31:51
Dupli čizburger,Ručak,6.0,2019-11-18 17:05:07
Voćni sendvič,Sendvič,3.0,2019-01-12 23:22:18
Oslić 200g,Posno,6.0,2019-11-14 16:19:18
Kafa,Kafa,2.0,2019-01-25 04:11:52
Ćevapi velika porcija,Roštilj,6.5,2019-05-13 13:30:13
Kola,Piće,2.0,2019-05-04 19:13:05
Engleska salata 100g,Salata,2.0,2019-05-22 18:36:58
Omlet sa sirom,Doručak,4.0,2019-02-07 01:14:37
Engleska salata 100g,Salata,2.0,2019-12-21 11:15:50
Oslić 200g,Posno,6.0,2019-09-25 02:59:35
Šiš ćevapi,Roštilj,4.0,2019-01-14 08:23:03
Ruska salata 100g,Salata,2.0,2019-08-01 10:44:25
Ćevapi srednja porcija,Roštilj,5.0,2019-05-24 02:55:08
Kupus salata 100g,Salata,1.0,2019-06-05 00:47:26
Omlet sa sirom,Doručak,4.0,2019-02-23 17:29:14
Dupli čizburger,Ručak,6.0,2019-06-08 14:22:36
Voćni sendvič,Sendvič,3.0,2019-08-04 11:23:02
Fruit smoothie 1,Smoothie,3.0,2019-02-23 23:18:13
Kupus salata 100g,Salata,1.0,2019-03-18 07:23:28
Bijelo Vino,Piće,15.0,2019-01-31 13:39:44
Vijetnamski som 200g,Posno,12.0,2019-07-06 16:09:06
Luk,Salata,1.0,2019-09-20 18:02:39
Voćni sendvič,Sendvič,3.0,2019-10-21 14:21:11
Fruit smoothie 3,Smoothie,3.0,2019-11-25 13:42:06
Jabuka,Piće,2.0,2019-01-29 04:23:15
Kola,Piće,2.0,2019-03-05 05:53:35
Domaća čorba,Ručak,5.0,2019-08-19 14:58:29
Pileći file,Roštilj,5.0,2019-12-05 09:12:35
Indeks sendvič,Sendvič,2.0,2019-12-09 06:27:40
Ruska salata 200g,Salata,4.0,2019-03-11 17:52:54
Hercegovačko vino,Piće,20.0,2019-12-05 06:04:34
Fruit smoothie 3,Smoothie,3.0,2019-07-28 10:53:34
Hercegovačko vino,Piće,20.0,2019-05-13 21:57:10
Dupli čizburger,Ručak,6.0,2019-11-11 03:12:33
Hercegovačko vino,Piće,20.0,2019-07-21 08:13:29
Luk,Salata,1.0,2019-04-28 05:10:12
Čaj,Piće,1.5,2019-09-23 04:13:11
Ruska salata 100g,Salata,2.0,2019-03-18 20:43:10
Kapućino,Kafa,2.0,2019-11-26 17:49:44
Fruit smoothie 2,Smoothie,3.0,2019-09-11 15:25:07
Roštiljska kobasica,Roštilj,3.0,2019-01-19 21:40:22
Engleska salata 100g,Salata,2.0,2019-06-01 02:23:24
Omlet sa sirom,Doručak,4.0,2019-06-27 01:04:57
Indeks sendvič,Sendvič,2.0,2019-12-10 09:53:10
Jaja i kobasica,Doručak,5.0,2019-09-12 17:31:20
Riblja čorba,Posno,6.0,2019-10-15 17:52:48
Omlet sa povrćem,Doručak,4.0,2019-03-27 15:31:27
Domaća čorba,Ručak,5.0,2019-06-19 23:34:13
Ćevapi srednja porcija,Roštilj,5.0,2019-02-11 09:49:36
Jagoda,Piće,2.0,2019-10-26 18:53:06
Ćevapi mala porcija,Roštilj,3.0,2019-03-19 16:14:10
Kola,Piće,2.0,2019-01-08 07:30:05
Fruit smoothie 3,Smoothie,3.0,2019-12-11 19:02:37
Doručak specijal,Doručak,6.0,2019-05-09 18:44:22
Omlet sa slaninom,Doručak,5.0,2019-10-13 07:14:22
Engleska salata 100g,Salata,2.0,2019-07-24 03:37:04
Omlet sa povrćem,Doručak,4.0,2019-12-06 20:19:45
Roštiljska kobasica,Roštilj,3.0,2019-11-22 00:22:42
Domaća čorba,Ručak,5.0,2019-09-18 19:41:15
Jaja i kobasica,Doručak,5.0,2019-12-12 04:00:28
Omlet sa povrćem,Doručak,4.0,2019-10-11 19:22:27
Fruit smoothie 2,Smoothie,3.0,2019-02-06 07:50:33
Ćevapi srednja porcija,Roštilj,5.0,2019-08-12 23:59:44
Hamburger,Ručak,4.0,2019-11-19 23:35:42
Indeks sendvič,Sendvič,2.0,2019-08-10 18:35:32
Indeks sendvič,Sendvič,2.0,2019-10-20 20:00:28
Doručak specijal,Doručak,6.0,2019-09-20 04:10:29
Omlet,Doručak,3.5,2019-05-28 06:47:29
Ćevapi srednja porcija,Roštilj,5.0,2019-02-06 03:13:56
Oslić 200g,Posno,6.0,2019-09-05 05:27:18
Engleska salata 100g,Salata,2.0,2019-11-30 12:39:46
Pileći file,Roštilj,5.0,2019-10-08 15:43:07
Hercegovačko vino,Piće,20.0,2019-01-14 15:35:38
Kafa,Kafa,2.0,2019-11-12 05:56:12
Jagoda,Piće,2.0,2019-12-27 14:39:37
Fruit smoothie 2,Smoothie,3.0,2019-09-09 15:15:48
Doručak specijal,Doručak,6.0,2019-08-29 23:31:53
Kola,Piće,2.0,2019-11-01 08:11:09
Ruska salata 100g,Salata,2.0,2019-01-08 12:16:06
Omlet,Doručak,3.5,2019-12-01 22:30:19
Riblja čorba,Posno,6.0,2019-10-17 11:55:39
Vijetnamski som 200g,Posno,12.0,2019-11-29 03:38:01
Cedevita,Piće,3.0,2019-07-15 16:43:28
Jagoda,Piće,2.0,2019-11-01 11:13:17
Engleska salata 100g,Salata,2.0,2019-06-20 22:47:23
Omlet,Doručak,3.5,2019-11-09 23:23:19
Čizburger,Ručak,4.5,2019-06-04 01:44:21
Kola,Piće,2.0,2019-08-30 05:14:27
Dupli čizburger,Ručak,6.0,2019-12-31 08:08:37
Fruit smoothie 3,Smoothie,3.0,2019-06-10 02:02:27
Pileće krpice,Roštilj,6.0,2019-08-30 23:56:22
Kapućino,Kafa,2.0,2019-10-08 02:53:19
Kola,Piće,2.0,2019-10-15 08:51:45
Hercegovačko vino,Piće,20.0,2019-06-19 07:33:47
Kafa,Kafa,2.0,2019-04-08 08:01:35
Čaj,Piće,1.5,2019-10-08 11:53:41
Roštiljska kobasica,Roštilj,3.0,2019-03-10 20:19:47
Luk,Salata,1.0,2019-10-11 17:08:22
Dupli čizburger,Ručak,6.0,2019-09-26 19:43:24
Vijetnamski som 200g,Posno,12.0,2019-10-03 22:48:37
Hamburger,Ručak,4.0,2019-02-27 02:02:06
Šiš ćevapi,Roštilj,4.0,2019-01-25 02:45:01
Ćevapi velika porcija,Roštilj,6.5,2019-01-12 11:47:18
Omlet sa sirom,Doručak,4.0,2019-07-13 08:25:32
Fruit smoothie 3,Smoothie,3.0,2019-12-10 12:27:11
Riblja čorba,Posno,6.0,2019-02-28 23:51:24
Ćevapi velika porcija,Roštilj,6.5,2019-05-12 18:18:43
Doručak specijal,Doručak,6.0,2019-12-18 02:50:05
Jaja i kobasica,Doručak,5.0,2019-09-27 19:22:47
Jaja i kobasica,Doručak,5.0,2019-10-10 07:52:54
Kapućino,Kafa,2.0,2019-01-04 03:02:03
Lignje 300g,Posno,8.0,2019-03-23 02:54:56
Čizburger,Ručak,4.5,2019-05-13 05:58:35
Jabuka,Piće,2.0,2019-03-30 18:16:28
Jabuka,Piće,2.0,2019-12-01 21:26:55
Oslić 300g,Posno,8.0,2019-01-14 00:56:17
Indeks sendvič,Sendvič,2.0,2019-09-07 03:07:36
Omlet,Doručak,3.5,2019-07-04 13:56:55
Kola,Piće,2.0,2019-08-25 08:54:53
Bijelo Vino,Piće,15.0,2019-08-11 02:58:43
Hamburger,Ručak,4.0,2019-10-10 13:32:28
Jagoda,Piće,2.0,2019-12-01 07:34:27
Fruit smoothie 2,Smoothie,3.0,2019-08-14 11:04:33
Gurmanski hamburger,Ručak,7.0,2019-06-05 20:06:15
Hercegovačko vino,Piće,20.0,2019-12-17 06:47:13
Ćevapi velika porcija,Roštilj,6.5,2019-09-26 17:27:57
Pileće krpice,Roštilj,6.0,2019-07-15 04:47:44
Pastrmka 200g,Posno,7.0,2019-07-18 06:24:45
Crno Vino,Piće,18.0,2019-09-21 06:34:06
Dupli čizburger,Ručak,6.0,2019-11-06 01:21:52
Omlet sa slaninom,Doručak,5.0,2019-03-05 22:30:23
Ruska salata 100g,Salata,2.0,2019-04-02 01:51:22
Kupus salata 100g,Salata,1.0,2019-10-31 08:35:26
Kapućino,Kafa,2.0,2019-07-20 07:47:56
Ćevapi velika porcija,Roštilj,6.5,2019-09-26 01:50:50
Kola,Piće,2.0,2019-12-12 23:31:30
Kapućino,Kafa,2.0,2019-06-13 13:52:31
Fruit smoothie 3,Smoothie,3.0,2019-01-27 16:05:09
Ćevapi srednja porcija,Roštilj,5.0,2019-10-19 09:34:32
Omlet sa slaninom,Doručak,5.0,2019-03-19 13:56:26
Omlet,Doručak,3.5,2019-02-13 19:45:24
Dupli čizburger,Ručak,6.0,2019-07-25 13:46:48
Jabuka,Piće,2.0,2019-12-21 14:23:08
Omlet sa sirom,Doručak,4.0,2019-03-21 18:16:34
Doručak specijal,Doručak,6.0,2020-01-01 14:19:43
Omlet sa povrćem,Doručak,4.0,2019-06-22 04:48:34
Hercegovačko vino,Piće,20.0,2019-05-12 22:28:18
Kola,Piće,2.0,2019-05-26 11:37:23
Omlet sa slaninom,Doručak,5.0,2019-11-16 18:35:11
Doručak specijal,Doručak,6.0,2019-06-17 20:20:54
Riblja čorba,Posno,6.0,2019-08-24 07:04:28
Fruit smoothie 2,Smoothie,3.0,2019-12-22 19:03:08
Indeks sendvič,Sendvič,2.0,2019-06-10 09:42:18
Lignje 300g,Posno,8.0,2019-12-07 12:57:10
Ruska salata 100g,Salata,2.0,2019-10-30 03:39:37
Omlet,Doručak,3.5,2019-05-28 06:53:01
Fruit smoothie 1,Smoothie,3.0,2019-03-29 15:02:16
Crno Vino,Piće,18.0,2019-02-09 00:54:50
Cedevita,Piće,3.0,2019-03-03 16:23:56
Gurmanski hamburger,Ručak,7.0,2019-02-09 05:01:50
Kupus salata 100g,Salata,1.0,2019-01-11 14:47:29
Voćni sendvič,Sendvič,3.0,2019-03-19 15:10:31
Riblja čorba,Posno,6.0,2019-07-19 02:45:18
Omlet sa sirom,Doručak,4.0,2019-12-04 22:10:07
Čaj,Piće,1.5,2019-10-26 15:28:09
Jagoda,Piće,2.0,2019-07-19 11:43:16
Gurmanski hamburger,Ručak,7.0,2019-04-02 14:30:22
Oslić 300g,Posno,8.0,2019-01-17 20:22:15
Kola,Piće,2.0,2019-12-10 21:13:12
Oslić 200g,Posno,6.0,2019-11-08 05:02:27
Fruit smoothie 3,Smoothie,3.0,2019-06-02 20:21:53
Voćni sendvič,Sendvič,3.0,2019-01-26 12:55:52
Pileće krpice,Roštilj,6.0,2019-11-20 07:13:44
Fruit smoothie 3,Smoothie,3.0,2019-11-23 09:36:37
Doručak specijal,Doručak,6.0,2019-07-03 09:54:00
Šiš ćevapi,Roštilj,4.0,2019-02-10 14:46:11
Bijelo Vino,Piće,15.0,2019-06-22 04:24:13
Gurmanski hamburger,Ručak,7.0,2019-09-16 13:57:43
Domaća čorba,Ručak,5.0,2019-10-12 19:35:35
Lignje 300g,Posno,8.0,2019-04-14 14:43:20
Čaj,Piće,1.5,2019-10-25 08:55:46
Hercegovačko vino,Piće,20.0,2019-10-10 05:08:20
Oslić 300g,Posno,8.0,2019-03-25 01:02:55
Kafa,Kafa,2.0,2019-10-24 20:38:50
Oslić 300g,Posno,8.0,2019-11-23 17:03:37
Ćevapi mala porcija,Roštilj,3.0,2019-09-27 19:13:48
Omlet sa povrćem,Doručak,4.0,2019-12-21 10:02:11
Bijelo Vino,Piće,15.0,2019-04-13 15:21:01
Ćevapi velika porcija,Roštilj,6.5,2019-05-02 18:41:04
Fruit smoothie 1,Smoothie,3.0,2019-03-09 16:19:24
